source,target,weight,edge_type,skill_key
30332,84901,1,same_skill,277.0
30332,84904,1,same_skill,277.0
30332,89704,1,same_skill,277.0
30332,89727,1,same_skill,277.0
30332,89742,1,same_skill,277.0
30332,89747,1,same_skill,277.0
30332,89756,1,same_skill,277.0
30342,30729,95,sequence,
30342,435874,1,same_skill,18.0
30342,535652,82,sequence,
30342,85793,48,sequence,
30729,45929,88,sequence,
30729,98543,1,same_skill,12.0
3154,3158,589,same_skill+sequence,103.0
3154,551825,32,sequence,
3154,551827,19,sequence,
3154,551830,78,sequence,
3154,551831,51,sequence,
3154,551832,25,sequence,
3154,558104,11,sequence,
3154,562010,24,sequence,
3154,569208,47,sequence,
3154,569211,59,sequence,
3154,569652,50,sequence,
3154,569654,46,sequence,
3154,569685,37,sequence,
3154,569689,84,same_skill+sequence,103.0
3154,569690,48,sequence,
3154,569691,48,sequence,
3154,569708,51,sequence,
3154,584497,13,sequence,
3158,45453,1,same_skill,103.0
3158,551825,57,sequence,
3158,551826,45,sequence,
3158,551827,68,sequence,
3158,551828,49,sequence,
3158,551829,43,sequence,
3158,551830,98,sequence,
3158,551831,103,sequence,
3158,551832,63,sequence,
3158,551833,36,sequence,
3158,551834,42,sequence,
3158,558089,49,sequence,
3158,562010,15,sequence,
3158,569208,50,sequence,
3158,569211,46,sequence,
3158,569652,75,sequence,
3158,569654,59,sequence,
3158,569685,37,sequence,
3158,569689,69,same_skill+sequence,103.0
3158,569690,48,sequence,
3158,569691,45,sequence,
3158,569708,45,sequence,
3158,584497,14,sequence,
318085,336582,1,same_skill,42.0
318085,441858,21,sequence,
318085,444200,152,sequence,
318085,483331,138,sequence,
318085,583731,1,same_skill,42.0
318085,584853,10,sequence,
318085,610357,21,same_skill+sequence,42.0
318085,620381,1,same_skill,42.0
318085,620385,1,same_skill,42.0
318085,637267,41,sequence,
318085,637290,10,sequence,
31881,32009,335,sequence,
31881,32464,71,sequence,
32009,32464,327,sequence,
32464,34128,1,same_skill,62.0
32568,37048,72,same_skill+sequence,240.0
33078,342,1,same_skill,95.0
33078,34288,10,sequence,
33078,409,1,same_skill,95.0
334756,334758,10,sequence,
334756,334769,11,sequence,
334756,334770,13,sequence,
334756,334772,19,sequence,
334756,334779,12,sequence,
334756,334782,19,sequence,
334756,334785,12,sequence,
334756,334799,10,sequence,
334756,334803,11,sequence,
334756,334813,177,sequence,
334756,61096,1,same_skill,47.0
334756,84746,1,same_skill,47.0
334756,84912,1,same_skill,47.0
334756,84974,1,same_skill,47.0
334756,85896,1,same_skill,47.0
334756,85901,1,same_skill,47.0
334756,85908,1,same_skill,47.0
334758,334763,11,same_skill+sequence,47.0
334758,334767,13,sequence,
334758,334769,11,sequence,
334758,334770,12,sequence,
334758,334772,12,sequence,
334758,334776,10,sequence,
334758,334778,13,sequence,
334758,334789,11,sequence,
334758,334799,12,sequence,
334758,334803,13,sequence,
334758,84720,1,same_skill,47.0
334758,84726,10,sequence,
334758,84968,1,same_skill,47.0
334758,84975,1,same_skill,47.0
334758,85800,1,same_skill,47.0
334758,86065,1,same_skill,47.0
334758,86067,1,same_skill,47.0
334758,86068,1,same_skill,47.0
334763,334764,13,sequence,
334763,334767,13,sequence,
334763,334769,11,sequence,
334763,334770,12,sequence,
334763,334778,12,sequence,
334763,334784,12,sequence,
334763,334785,14,sequence,
334763,334789,17,sequence,
334763,334793,11,sequence,
334763,334799,16,sequence,
334763,334803,12,sequence,
334763,84971,1,same_skill,47.0
334763,84975,1,same_skill,47.0
334763,85801,1,same_skill,47.0
334763,85955,1,same_skill,47.0
334763,86065,1,same_skill,47.0
334763,86068,1,same_skill,47.0
334763,86078,1,same_skill,47.0
334764,334769,12,sequence,
334764,334771,11,sequence,
334764,334772,11,sequence,
334764,334775,14,sequence,
334764,334776,16,sequence,
334764,334779,14,sequence,
334764,334784,11,sequence,
334764,334785,10,sequence,
334764,334789,14,same_skill+sequence,47.0
334764,334793,11,sequence,
334764,334796,11,sequence,
334764,84725,1,same_skill,47.0
334764,84972,1,same_skill,47.0
334764,85799,1,same_skill,47.0
334764,85952,1,same_skill,47.0
334764,85966,1,same_skill,47.0
334764,85967,1,same_skill,47.0
334764,86073,1,same_skill,47.0
334767,334771,12,sequence,
334767,334776,12,sequence,
334767,334779,11,sequence,
334767,334784,12,sequence,
334767,334803,13,sequence,
334767,334813,1,same_skill,47.0
334767,84719,1,same_skill,47.0
334767,84961,12,sequence,
334767,85795,10,sequence,
334767,85903,1,same_skill,47.0
334767,85909,1,same_skill,47.0
334767,85911,1,same_skill,47.0
334767,85925,1,same_skill,47.0
334767,85926,1,same_skill,47.0
334767,85927,1,same_skill,47.0
334767,86883,10,sequence,
334769,334770,1,same_skill,47.0
334769,334771,10,sequence,
334769,334778,14,sequence,
334769,334779,11,sequence,
334769,334780,1,same_skill,47.0
334769,334782,10,sequence,
334769,334785,1,same_skill,47.0
334769,334793,13,sequence,
334769,334799,12,same_skill+sequence,47.0
334769,85957,1,same_skill,47.0
334769,85968,1,same_skill,47.0
334770,334771,14,sequence,
334770,334776,10,sequence,
334770,334778,10,sequence,
334770,334780,12,same_skill+sequence,47.0
334770,334781,11,sequence,
334770,334785,1,same_skill,47.0
334770,334796,14,same_skill+sequence,47.0
334770,334799,1,same_skill,47.0
334770,84964,1,same_skill,47.0
334770,85957,1,same_skill,47.0
334770,85968,1,same_skill,47.0
334771,334776,1,same_skill,47.0
334771,334782,16,sequence,
334771,334784,1,same_skill,47.0
334771,334785,11,sequence,
334771,334789,14,sequence,
334771,85933,1,same_skill,47.0
334771,85936,1,same_skill,47.0
334771,85939,1,same_skill,47.0
334771,85947,1,same_skill,47.0
334771,85958,1,same_skill,47.0
334771,85961,1,same_skill,47.0
334772,334778,11,sequence,
334772,334779,1,same_skill,47.0
334772,334781,12,sequence,
334772,334782,12,sequence,
334772,334784,13,sequence,
334772,334785,11,sequence,
334772,334789,12,sequence,
334772,334793,11,sequence,
334772,334803,10,sequence,
334772,84722,1,same_skill,47.0
334772,84749,1,same_skill,47.0
334772,84970,1,same_skill,47.0
334772,85950,1,same_skill,47.0
334772,85972,1,same_skill,47.0
334772,86079,1,same_skill,47.0
334772,86080,1,same_skill,47.0
334775,334776,11,sequence,
334775,334779,16,sequence,
334775,334782,1,same_skill,47.0
334775,334784,13,sequence,
334775,334799,11,sequence,
334775,535639,1,same_skill,47.0
334775,84725,1,same_skill,47.0
334775,84728,1,same_skill,47.0
334775,84969,1,same_skill,47.0
334775,85956,1,same_skill,47.0
334775,85965,1,same_skill,47.0
334775,86071,1,same_skill,47.0
334776,334778,1,same_skill,47.0
334776,334779,10,sequence,
334776,334784,1,same_skill,47.0
334776,334789,10,sequence,
334776,85933,1,same_skill,47.0
334776,85939,1,same_skill,47.0
334776,85947,1,same_skill,47.0
334776,85958,1,same_skill,47.0
334776,85961,1,same_skill,47.0
334778,334781,1,same_skill,47.0
334778,334789,11,sequence,
334778,334793,11,sequence,
334778,334796,12,sequence,
334778,84973,1,same_skill,47.0
334778,85857,1,same_skill,47.0
334778,85933,1,same_skill,47.0
334778,85958,1,same_skill,47.0
334778,85961,1,same_skill,47.0
334778,86069,1,same_skill,47.0
334779,334785,11,sequence,
334779,334793,12,sequence,
334779,334796,10,sequence,
334779,84727,1,same_skill,47.0
334779,84749,1,same_skill,47.0
334779,84970,1,same_skill,47.0
334779,85950,1,same_skill,47.0
334779,85960,1,same_skill,47.0
334779,86079,1,same_skill,47.0
334779,86080,1,same_skill,47.0
334780,334781,12,sequence,
334780,334782,11,sequence,
334780,334784,10,sequence,
334780,334789,13,sequence,
334780,334793,12,same_skill+sequence,47.0
334780,334796,1,same_skill,47.0
334780,334799,1,same_skill,47.0
334780,84964,1,same_skill,47.0
334780,84973,1,same_skill,47.0
334780,85957,1,same_skill,47.0
334781,334782,10,sequence,
334781,334784,11,sequence,
334781,334789,12,sequence,
334781,334793,15,same_skill+sequence,47.0
334781,334796,1,same_skill,47.0
334781,334799,11,sequence,
334781,84964,1,same_skill,47.0
334781,84973,1,same_skill,47.0
334781,85857,1,same_skill,47.0
334781,85933,1,same_skill,47.0
334781,86069,1,same_skill,47.0
334782,334799,11,sequence,
334782,334803,10,sequence,
334782,535639,1,same_skill,47.0
334782,84725,1,same_skill,47.0
334782,84972,1,same_skill,47.0
334782,85799,1,same_skill,47.0
334782,85952,1,same_skill,47.0
334782,85956,1,same_skill,47.0
334782,86071,1,same_skill,47.0
334784,334789,12,sequence,
334784,334796,12,sequence,
334784,334799,12,sequence,
334784,334803,11,sequence,
334784,84742,1,same_skill,47.0
334784,85936,1,same_skill,47.0
334784,85938,1,same_skill,47.0
334784,85939,1,same_skill,47.0
334784,85947,1,same_skill,47.0
334784,85961,1,same_skill,47.0
334785,334793,11,sequence,
334785,334796,10,sequence,
334785,334799,1,same_skill,47.0
334785,334803,10,sequence,
334785,85957,1,same_skill,47.0
334785,85968,1,same_skill,47.0
334789,334799,12,sequence,
334789,84745,1,same_skill,47.0
334789,84972,1,same_skill,47.0
334789,85799,1,same_skill,47.0
334789,85931,1,same_skill,47.0
334789,85966,1,same_skill,47.0
334789,85967,1,same_skill,47.0
334789,86073,1,same_skill,47.0
334793,334796,11,same_skill+sequence,47.0
334793,334799,1,same_skill,47.0
334793,334803,12,sequence,
334793,84964,1,same_skill,47.0
334793,84973,1,same_skill,47.0
334793,85857,1,same_skill,47.0
334793,86069,1,same_skill,47.0
334796,334799,1,same_skill,47.0
334796,84964,1,same_skill,47.0
334796,84973,1,same_skill,47.0
334796,85857,1,same_skill,47.0
334799,334803,11,sequence,
334799,84964,1,same_skill,47.0
334799,85957,1,same_skill,47.0
334803,84742,1,same_skill,47.0
334803,84745,1,same_skill,47.0
334803,85931,1,same_skill,47.0
334803,85936,1,same_skill,47.0
334803,85938,1,same_skill,47.0
334803,85941,1,same_skill,47.0
334803,85947,1,same_skill,47.0
334803,85966,1,same_skill,47.0
334813,334814,180,sequence,
334813,334916,1,same_skill,47.0
334813,84719,1,same_skill,47.0
334813,85838,1,same_skill,47.0
334813,85906,1,same_skill,47.0
334813,85909,1,same_skill,47.0
334813,85911,1,same_skill,47.0
334813,85927,1,same_skill,47.0
334814,334882,186,same_skill+sequence,47.0
334814,85795,1,same_skill,47.0
334814,85893,1,same_skill,47.0
334814,85932,1,same_skill,47.0
334814,85969,1,same_skill,47.0
334814,85973,1,same_skill,47.0
334814,86072,1,same_skill,47.0
334882,334916,186,sequence,
334882,84961,1,same_skill,47.0
334882,85893,1,same_skill,47.0
334882,85932,1,same_skill,47.0
334882,85953,1,same_skill,47.0
334882,85969,1,same_skill,47.0
334882,86072,1,same_skill,47.0
334916,84746,182,sequence,
334916,85838,1,same_skill,47.0
334916,85894,1,same_skill,47.0
334916,85906,1,same_skill,47.0
334916,85907,1,same_skill,47.0
334916,85911,1,same_skill,47.0
334916,86049,1,same_skill,47.0
334916,86051,1,same_skill,47.0
335303,335304,11,sequence,
335303,335305,47,same_skill+sequence,278.0
335303,335306,1,same_skill,278.0
335303,335310,1,same_skill,278.0
335303,335312,94,same_skill+sequence,278.0
335303,335314,10,sequence,
335303,335350,10,sequence,
335303,335362,24,sequence,
335303,335366,10,sequence,
335303,335373,12,sequence,
335303,335377,15,sequence,
335303,335397,1,same_skill,278.0
335303,335403,77,sequence,
335303,53987,1,same_skill,278.0
335303,84632,44,sequence,
335304,335309,11,same_skill+sequence,278.0
335304,335310,10,sequence,
335304,335314,11,sequence,
335304,335328,1,same_skill,278.0
335304,335337,10,sequence,
335304,335345,11,sequence,
335304,335351,1,same_skill,278.0
335304,335352,10,sequence,
335304,335366,11,sequence,
335304,335375,11,sequence,
335304,335377,1,same_skill,278.0
335304,335378,10,sequence,
335304,335379,1,same_skill,278.0
335304,335381,1,same_skill,278.0
335304,335386,1,same_skill,278.0
335304,335388,1,same_skill,278.0
335305,335306,12,sequence,
335305,335310,1,same_skill,278.0
335305,335312,40,same_skill+sequence,278.0
335305,335314,11,sequence,
335305,335332,12,sequence,
335305,335341,11,sequence,
335305,335363,11,sequence,
335305,335377,10,sequence,
335305,335392,12,sequence,
335305,335397,36,sequence,
335305,335404,128,sequence,
335305,403733,22,sequence,
335305,408750,21,sequence,
335305,409181,117,sequence,
335305,409613,21,sequence,
335305,50985,107,sequence,
335305,53833,107,sequence,
335305,53987,115,same_skill+sequence,278.0
335305,54340,128,sequence,
335305,84889,118,sequence,
335305,87024,17,sequence,
335305,87025,29,sequence,
335305,87473,101,sequence,
335305,88292,14,sequence,
335305,88498,26,sequence,
335305,94843,130,sequence,
335305,97547,17,sequence,
335306,335308,13,sequence,
335306,335310,14,same_skill+sequence,278.0
335306,335312,1,same_skill,278.0
335306,335320,1,same_skill,278.0
335306,335321,1,same_skill,278.0
335306,335343,10,sequence,
335306,335356,1,same_skill,278.0
335306,335371,10,sequence,
335306,335380,12,sequence,
335306,335382,10,sequence,
335306,335397,1,same_skill,278.0
335306,335405,18,sequence,
335306,53835,11,sequence,
335306,53987,1,same_skill,278.0
335306,87025,12,sequence,
335306,88293,11,sequence,
335306,88499,11,sequence,
335306,89667,15,sequence,
335306,94851,10,sequence,
335307,335311,10,sequence,
335307,335317,11,same_skill+sequence,278.0
335307,335320,11,sequence,
335307,335324,1,same_skill,278.0
335307,335327,1,same_skill,278.0
335307,335341,12,same_skill+sequence,278.0
335307,335359,1,same_skill,278.0
335307,335364,11,sequence,
335307,335365,1,same_skill,278.0
335307,335369,10,sequence,
335307,335371,10,sequence,
335307,335372,1,same_skill,278.0
335307,335384,11,sequence,
335307,335388,10,sequence,
335307,335389,1,same_skill,278.0
335307,335390,11,sequence,
335308,335310,12,sequence,
335308,335317,11,sequence,
335308,335320,10,sequence,
335308,335322,10,sequence,
335308,335329,1,same_skill,278.0
335308,335343,11,sequence,
335308,335345,11,sequence,
335308,335347,10,sequence,
335308,335354,11,sequence,
335308,335355,1,same_skill,278.0
335308,335361,11,sequence,
335308,335364,10,sequence,
335308,335366,11,sequence,
335308,335374,1,same_skill,278.0
335308,335375,1,same_skill,278.0
335308,335383,1,same_skill,278.0
335308,335386,10,sequence,
335308,335396,1,same_skill,278.0
335308,335402,1,same_skill,278.0
335309,335311,10,sequence,
335309,335317,15,sequence,
335309,335324,10,sequence,
335309,335327,11,sequence,
335309,335343,12,sequence,
335309,335346,1,same_skill,278.0
335309,335347,11,sequence,
335309,335354,11,sequence,
335309,335359,11,sequence,
335309,335362,1,same_skill,278.0
335309,335364,10,sequence,
335309,335373,11,sequence,
335309,335376,1,same_skill,278.0
335309,335377,12,same_skill+sequence,278.0
335309,335381,1,same_skill,278.0
335309,335382,1,same_skill,278.0
335309,335388,1,same_skill,278.0
335310,335312,1,same_skill,278.0
335310,335321,1,same_skill,278.0
335310,335324,14,sequence,
335310,335343,14,sequence,
335310,335354,12,sequence,
335310,335356,1,same_skill,278.0
335310,335364,10,sequence,
335310,335388,11,sequence,
335310,335397,1,same_skill,278.0
335310,53987,1,same_skill,278.0
335311,335317,11,sequence,
335311,335322,1,same_skill,278.0
335311,335324,12,sequence,
335311,335328,10,sequence,
335311,335332,10,sequence,
335311,335341,10,sequence,
335311,335343,11,sequence,
335311,335351,1,same_skill,278.0
335311,335365,1,same_skill,278.0
335311,335366,11,sequence,
335311,335372,1,same_skill,278.0
335311,335379,1,same_skill,278.0
335311,335380,1,same_skill,278.0
335311,335382,10,sequence,
335311,335390,13,same_skill+sequence,278.0
335311,335399,1,same_skill,278.0
335312,335321,46,sequence,
335312,335338,10,sequence,
335312,335353,10,sequence,
335312,335356,1,same_skill,278.0
335312,335362,28,sequence,
335312,335365,13,sequence,
335312,335370,12,sequence,
335312,335376,17,sequence,
335312,335379,13,sequence,
335312,335397,13,same_skill+sequence,278.0
335312,53987,1,same_skill,278.0
335312,86792,84,sequence,
335313,335314,11,sequence,
335313,335329,1,same_skill,278.0
335313,335334,10,sequence,
335313,335347,1,same_skill,278.0
335313,335355,1,same_skill,278.0
335313,335367,1,same_skill,278.0
335313,335383,1,same_skill,278.0
335313,335390,12,sequence,
335313,335393,1,same_skill,278.0
335313,335402,1,same_skill,278.0
335314,335317,10,sequence,
335314,335330,14,sequence,
335314,335339,10,sequence,
335314,335345,1,same_skill,278.0
335314,335349,1,same_skill,278.0
335314,335350,1,same_skill,278.0
335314,335352,1,same_skill,278.0
335314,335368,1,same_skill,278.0
335314,335375,10,sequence,
335314,335377,11,sequence,
335314,335378,1,same_skill,278.0
335314,335384,10,sequence,
335314,335388,13,sequence,
335314,335392,1,same_skill,278.0
335314,335398,1,same_skill,278.0
335315,335347,1,same_skill,278.0
335315,335348,11,sequence,
335315,335365,11,sequence,
335315,335367,1,same_skill,278.0
335315,335368,10,sequence,
335315,335370,11,sequence,
335315,335385,10,sequence,
335315,335393,1,same_skill,278.0
335315,814,1,same_skill,278.0
335316,335335,11,sequence,
335316,335336,1,same_skill,278.0
335316,335337,1,same_skill,278.0
335316,335342,1,same_skill,278.0
335316,335357,1,same_skill,278.0
335316,335375,1,same_skill,278.0
335316,335387,12,sequence,
335316,335391,1,same_skill,278.0
335316,335395,11,same_skill+sequence,278.0
335316,335401,10,sequence,
335317,335320,10,sequence,
335317,335324,1,same_skill,278.0
335317,335327,1,same_skill,278.0
335317,335328,11,sequence,
335317,335330,10,sequence,
335317,335341,1,same_skill,278.0
335317,335354,10,sequence,
335317,335356,12,sequence,
335317,335361,10,sequence,
335317,335364,11,sequence,
335317,335365,1,same_skill,278.0
335317,335366,12,sequence,
335317,335369,10,sequence,
335317,335371,10,sequence,
335317,335372,1,same_skill,278.0
335317,335389,1,same_skill,278.0
335317,335399,1,same_skill,278.0
335318,335324,10,sequence,
335318,335330,15,sequence,
335318,335332,12,sequence,
335318,335338,1,same_skill,278.0
335318,335343,10,sequence,
335318,335345,1,same_skill,278.0
335318,335348,1,same_skill,278.0
335318,335349,10,sequence,
335318,335353,1,same_skill,278.0
335318,335354,1,same_skill,278.0
335318,335368,1,same_skill,278.0
335318,335400,1,same_skill,278.0
335318,335401,1,same_skill,278.0
335319,335323,14,same_skill+sequence,278.0
335319,335333,1,same_skill,278.0
335319,335336,13,same_skill+sequence,278.0
335319,335337,1,same_skill,278.0
335319,335338,11,sequence,
335319,335344,10,sequence,
335319,335348,10,sequence,
335319,335357,13,same_skill+sequence,278.0
335319,335360,1,same_skill,278.0
335319,335383,11,sequence,
335319,335394,11,same_skill+sequence,278.0
335319,335399,11,sequence,
335319,335402,14,sequence,
335320,335321,1,same_skill,278.0
335320,335328,11,sequence,
335320,335332,12,sequence,
335320,335334,17,same_skill+sequence,278.0
335320,335337,10,sequence,
335320,335356,1,same_skill,278.0
335320,335359,1,same_skill,278.0
335320,335364,12,sequence,
335320,335366,12,same_skill+sequence,278.0
335320,335371,10,sequence,
335320,335378,12,sequence,
335320,335382,12,sequence,
335320,335384,12,same_skill+sequence,278.0
335320,335388,11,sequence,
335320,335397,1,same_skill,278.0
335321,335323,10,sequence,
335321,335329,10,sequence,
335321,335331,12,sequence,
335321,335333,16,sequence,
335321,335334,1,same_skill,278.0
335321,335356,1,same_skill,278.0
335321,335358,10,sequence,
335321,335365,15,sequence,
335321,335366,1,same_skill,278.0
335321,335384,1,same_skill,278.0
335321,335389,11,sequence,
335321,335393,10,sequence,
335321,335395,10,sequence,
335321,335397,1,same_skill,278.0
335321,335398,13,sequence,
335321,335400,10,sequence,
335321,335404,36,sequence,
335322,335324,1,same_skill,278.0
335322,335365,1,same_skill,278.0
335322,335372,1,same_skill,278.0
335322,335377,10,sequence,
335322,335379,1,same_skill,278.0
335322,335380,1,same_skill,278.0
335322,335384,11,sequence,
335322,335388,10,sequence,
335322,335390,1,same_skill,278.0
335322,335399,1,same_skill,278.0
335323,335333,1,same_skill,278.0
335323,335336,1,same_skill,278.0
335323,335337,1,same_skill,278.0
335323,335342,1,same_skill,278.0
335323,335348,13,sequence,
335323,335357,1,same_skill,278.0
335323,335360,1,same_skill,278.0
335323,335367,12,sequence,
335323,335370,12,sequence,
335323,335376,11,sequence,
335323,335394,1,same_skill,278.0
335323,335401,10,sequence,
335323,335471,13,sequence,
335323,87424,11,sequence,
335324,335328,11,sequence,
335324,335341,1,same_skill,278.0
335324,335345,10,sequence,
335324,335347,10,sequence,
335324,335359,12,sequence,
335324,335364,16,sequence,
335324,335365,1,same_skill,278.0
335324,335372,1,same_skill,278.0
335324,335388,10,sequence,
335324,335389,1,same_skill,278.0
335324,335399,1,same_skill,278.0
335325,335331,11,sequence,
335325,335335,1,same_skill,278.0
335325,335340,1,same_skill,278.0
335325,335342,10,sequence,
335325,335357,10,sequence,
335325,335358,1,same_skill,278.0
335325,335361,1,same_skill,278.0
335325,335363,1,same_skill,278.0
335325,335369,1,same_skill,278.0
335325,335371,1,same_skill,278.0
335325,335372,11,sequence,
335325,335381,14,sequence,
335325,335387,1,same_skill,278.0
335325,335389,13,sequence,
335325,335398,11,sequence,
335326,335331,1,same_skill,278.0
335326,335332,1,same_skill,278.0
335326,335338,13,sequence,
335326,335343,1,same_skill,278.0
335326,335348,13,sequence,
335326,335358,11,sequence,
335326,335360,10,sequence,
335326,335362,1,same_skill,278.0
335326,335365,11,sequence,
335326,335370,10,sequence,
335326,335373,1,same_skill,278.0
335326,335376,12,same_skill+sequence,278.0
335326,335382,1,same_skill,278.0
335326,335385,1,same_skill,278.0
335326,335394,15,sequence,
335326,335397,11,sequence,
335327,335328,10,sequence,
335327,335332,12,sequence,
335327,335334,11,same_skill+sequence,278.0
335327,335337,12,sequence,
335327,335341,1,same_skill,278.0
335327,335347,11,sequence,
335327,335352,11,sequence,
335327,335354,10,sequence,
335327,335356,13,sequence,
335327,335359,11,same_skill+sequence,278.0
335327,335366,1,same_skill,278.0
335327,335384,1,same_skill,278.0
335327,335389,1,same_skill,278.0
335328,335339,11,sequence,
335328,335351,1,same_skill,278.0
335328,335352,10,sequence,
335328,335356,10,sequence,
335328,335366,11,sequence,
335328,335375,10,sequence,
335328,335377,1,same_skill,278.0
335328,335378,10,sequence,
335328,335379,1,same_skill,278.0
335328,335381,1,same_skill,278.0
335328,335386,1,same_skill,278.0
335328,335388,12,same_skill+sequence,278.0
335328,335390,1,same_skill,278.0
335329,335331,14,sequence,
335329,335333,10,sequence,
335329,335338,10,sequence,
335329,335355,11,same_skill+sequence,278.0
335329,335367,1,same_skill,278.0
335329,335374,1,same_skill,278.0
335329,335379,11,sequence,
335329,335383,1,same_skill,278.0
335329,335389,13,sequence,
335329,335393,1,same_skill,278.0
335329,335402,1,same_skill,278.0
335330,335331,1,same_skill,278.0
335330,335332,1,same_skill,278.0
335330,335340,1,same_skill,278.0
335330,335356,11,sequence,
335330,335361,1,same_skill,278.0
335330,335364,11,same_skill+sequence,278.0
335330,335369,1,same_skill,278.0
335330,335370,1,same_skill,278.0
335330,335384,12,sequence,
335330,335385,1,same_skill,278.0
335330,335386,10,sequence,
335330,335390,10,sequence,
335331,335332,1,same_skill,278.0
335331,335343,1,same_skill,278.0
335331,335344,11,sequence,
335331,335358,10,sequence,
335331,335364,1,same_skill,278.0
335331,335365,11,sequence,
335331,335370,1,same_skill,278.0
335331,335373,1,same_skill,278.0
335331,335376,10,sequence,
335331,335381,11,sequence,
335331,335385,1,same_skill,278.0
335331,335389,13,sequence,
335331,335393,10,sequence,
335331,335399,10,sequence,
335332,335343,12,same_skill+sequence,278.0
335332,335361,10,sequence,
335332,335364,1,same_skill,278.0
335332,335369,10,sequence,
335332,335373,1,same_skill,278.0
335332,335382,11,same_skill+sequence,278.0
335332,335385,1,same_skill,278.0
335332,335386,11,sequence,
335332,335390,11,sequence,
335333,335337,1,same_skill,278.0
335333,335339,1,same_skill,278.0
335333,335346,10,sequence,
335333,335357,1,same_skill,278.0
335333,335358,10,sequence,
335333,335360,1,same_skill,278.0
335333,335379,10,sequence,
335333,335394,1,same_skill,278.0
335333,335402,11,sequence,
335334,335356,1,same_skill,278.0
335334,335359,1,same_skill,278.0
335334,335366,1,same_skill,278.0
335334,335375,10,sequence,
335334,335382,12,sequence,
335334,335384,1,same_skill,278.0
335334,335397,1,same_skill,278.0
335335,335340,1,same_skill,278.0
335335,335342,11,sequence,
335335,335346,11,sequence,
335335,335348,10,sequence,
335335,335349,1,same_skill,278.0
335335,335351,10,sequence,
335335,335358,1,same_skill,278.0
335335,335363,1,same_skill,278.0
335335,335367,12,sequence,
335335,335370,10,sequence,
335335,335371,1,same_skill,278.0
335335,335387,1,same_skill,278.0
335335,335398,12,same_skill+sequence,278.0
335335,335399,10,sequence,
335336,335337,1,same_skill,278.0
335336,335340,10,sequence,
335336,335342,11,same_skill+sequence,278.0
335336,335351,10,sequence,
335336,335357,1,same_skill,278.0
335336,335358,11,sequence,
335336,335379,10,sequence,
335336,335391,1,same_skill,278.0
335336,335395,1,same_skill,278.0
335336,335397,10,sequence,
335336,335399,12,sequence,
335336,335401,10,sequence,
335337,335339,10,sequence,
335337,335342,1,same_skill,278.0
335337,335357,1,same_skill,278.0
335337,335359,10,sequence,
335337,335366,10,sequence,
335337,335386,11,sequence,
335337,335391,1,same_skill,278.0
335338,335345,1,same_skill,278.0
335338,335346,10,sequence,
335338,335348,1,same_skill,278.0
335338,335353,1,same_skill,278.0
335338,335354,1,same_skill,278.0
335338,335355,15,sequence,
335338,335368,12,same_skill+sequence,278.0
335338,335379,14,sequence,
335338,335392,1,same_skill,278.0
335338,335396,16,sequence,
335338,335401,1,same_skill,278.0
335339,335344,1,same_skill,278.0
335339,335347,10,sequence,
335339,335348,1,same_skill,278.0
335339,335350,10,sequence,
335339,335356,15,sequence,
335339,335360,1,same_skill,278.0
335339,335378,13,sequence,
335339,335394,1,same_skill,278.0
335339,335400,1,same_skill,278.0
335339,335401,1,same_skill,278.0
335340,335358,10,sequence,
335340,335361,1,same_skill,278.0
335340,335363,1,same_skill,278.0
335340,335368,12,sequence,
335340,335369,1,same_skill,278.0
335340,335370,1,same_skill,278.0
335340,335387,1,same_skill,278.0
335340,335389,11,sequence,
335340,335394,16,sequence,
335340,335400,13,sequence,
335341,335356,13,sequence,
335341,335359,11,same_skill+sequence,278.0
335341,335366,1,same_skill,278.0
335341,335373,12,sequence,
335341,335378,12,sequence,
335341,335384,11,same_skill+sequence,278.0
335341,335389,1,same_skill,278.0
335342,335351,12,sequence,
335342,335355,10,sequence,
335342,335357,1,same_skill,278.0
335342,335360,10,sequence,
335342,335367,11,sequence,
335342,335381,12,sequence,
335342,335391,1,same_skill,278.0
335342,335395,1,same_skill,278.0
335342,335397,10,sequence,
335342,335400,10,sequence,
335343,335345,10,sequence,
335343,335346,1,same_skill,278.0
335343,335362,1,same_skill,278.0
335343,335373,1,same_skill,278.0
335343,335376,1,same_skill,278.0
335343,335377,12,sequence,
335343,335382,1,same_skill,278.0
335343,335390,11,sequence,
335344,335348,1,same_skill,278.0
335344,335354,1,same_skill,278.0
335344,335360,14,same_skill+sequence,278.0
335344,335362,10,sequence,
335344,335376,11,sequence,
335344,335387,14,sequence,
335344,335394,1,same_skill,278.0
335344,335397,10,sequence,
335344,335400,14,same_skill+sequence,278.0
335344,335401,1,same_skill,278.0
335345,335352,1,same_skill,278.0
335345,335353,1,same_skill,278.0
335345,335354,1,same_skill,278.0
335345,335368,1,same_skill,278.0
335345,335377,11,sequence,
335345,335380,10,sequence,
335345,335392,1,same_skill,278.0
335346,335348,12,sequence,
335346,335362,1,same_skill,278.0
335346,335372,10,sequence,
335346,335376,13,same_skill+sequence,278.0
335346,335377,1,same_skill,278.0
335346,335381,1,same_skill,278.0
335346,335382,1,same_skill,278.0
335346,335388,1,same_skill,278.0
335346,335396,12,sequence,
335346,335398,10,sequence,
335346,335401,14,sequence,
335346,335402,10,sequence,
335347,335367,1,same_skill,278.0
335347,335380,11,sequence,
