node_id,title,difficulty,topics,degree,acceptance
412,Arithmetic Slices,Medium,"Math, Dynamic Programming",10,0.6
413,Third Maximum Number,Easy,Array,3,0.307
414,Add Strings,Easy,String,5,0.485
415,Partition Equal Subset Sum,Medium,Dynamic Programming,5,0.45
416,Pacific Atlantic Water Flow,Medium,"Depth-first Search, Breadth-first Search",4,0.44
417,Sentence Screen Fitting,Medium,Dynamic Programming,2,0.335
418,Battleships in a Board,Medium,,1,0.7120000000000001
419,Strong Password Checker,Hard,,1,0.139
420,Maximum XOR of Two Numbers in an Array,Medium,"Bit Manipulation, Trie",7,0.544
421,Valid Word Square,Easy,,2,0.382
422,Reconstruct Original Digits from English,Medium,Math,4,0.509
423,Longest Repeating Character Replacement,Medium,"Two Pointers, Sliding Window",6,0.483
424,Word Squares,Hard,"Backtracking, Trie",6,0.503
425,Convert Binary Search Tree to Sorted Doubly Linked List,Medium,"Linked List, Divide and Conquer, Tree",7,0.616
426,Construct Quad Tree,Medium,,1,0.627
427,Serialize and Deserialize N-ary Tree,Hard,Tree,5,0.618
428,N-ary Tree Level Order Traversal,Medium,"Tree, Breadth-first Search",7,0.669
429,Flatten a Multilevel Doubly Linked List,Medium,"Linked List, Depth-first Search",8,0.57
430,Encode N-ary Tree to Binary Tree,Hard,Tree,2,0.7490000000000001
431,All O`one Data Structure,Hard,Design,2,0.332
432,Minimum Genetic Mutation,Medium,,1,0.436
433,Number of Segments in a String,Easy,,1,0.377
434,Non-overlapping Intervals,Medium,Greedy,3,0.43799999999999994
435,Find Right Interval,Medium,,1,0.486
436,Path Sum III,Medium,Tree,6,0.483
437,Find All Anagrams in a String,Medium,Hash Table,6,0.452
438,Ternary Expression Parser,Medium,"Stack, Depth-first Search",9,0.569
439,K-th Smallest in Lexicographical Order,Hard,,1,0.299
440,Arranging Coins,Easy,"Math, Binary Search",7,0.426
441,Find All Duplicates in an Array,Medium,Array,3,0.691
442,String Compression,Medium,String,6,0.441
443,Sequence Reconstruction,Medium,"Graph, Topological Sort",4,0.237
444,Add Two Numbers II,Medium,Linked List,3,0.565
445,Arithmetic Slices II - Subsequence,Hard,Dynamic Programming,3,0.336
446,Number of Boomerangs,Medium,"Hash Table, Math",9,0.525
447,Find All Numbers Disappeared in an Array,Easy,Array,6,0.561
448,Serialize and Deserialize BST,Medium,Tree,6,0.5429999999999999
449,Delete Node in a BST,Medium,Tree,5,0.455
450,Sort Characters By Frequency,Medium,"Hash Table, Heap",10,0.6459999999999999
451,Minimum Number of Arrows to Burst Balloons,Medium,"Greedy, Sort",6,0.498
452,Minimum Moves to Equal Array Elements,Easy,Math,3,0.509
453,4Sum II,Medium,"Hash Table, Binary Search",7,0.546
454,Assign Cookies,Easy,Greedy,2,0.504
455,132 Pattern,Medium,Stack,2,0.307
456,Circular Array Loop,Medium,"Array, Two Pointers",4,0.303
457,Poor Pigs,Hard,,1,0.546
458,Repeated Substring Pattern,Easy,String,6,0.433
459,LFU Cache,Hard,Design,4,0.364
460,Hamming Distance,Easy,Bit Manipulation,4,0.733
461,Minimum Moves to Equal Array Elements II,Medium,Math,4,0.544
462,Island Perimeter,Easy,Hash Table,5,0.6679999999999999
463,Can I Win,Medium,"Dynamic Programming, Minimax",6,0.297
464,Optimal Account Balancing,Hard,,1,0.484
465,Count The Repetitions,Hard,Dynamic Programming,2,0.28600000000000003
466,Unique Substrings in Wraparound String,Medium,Dynamic Programming,2,0.361
467,Validate IP Address,Medium,String,3,0.251
468,Convex Polygon,Medium,Math,4,0.376
469,Implement Rand10() Using Rand7(),Medium,"Random, Rejection Sampling",3,0.461
470,Encode String with Shortest Length,Hard,Dynamic Programming,4,0.496
471,Concatenated Words,Hard,"Dynamic Programming, Depth-first Search, Trie",8,0.43700000000000006
472,Matchsticks to Square,Medium,Depth-first Search,4,0.382
473,Ones and Zeroes,Medium,Dynamic Programming,5,0.441
474,Heaters,Medium,Binary Search,2,0.337
475,Number Complement,Easy,Bit Manipulation,2,0.652
476,Total Hamming Distance,Medium,Bit Manipulation,5,0.507
477,Generate Random Point in a Circle,Medium,"Math, Random, Rejection Sampling",7,0.391
478,Largest Palindrome Product,Hard,,1,0.297
479,Sliding Window Median,Hard,Sliding Window,3,0.389
480,Magical String,Medium,,1,0.48100000000000004
481,License Key Formatting,Easy,,1,0.431
482,Smallest Good Base,Hard,"Math, Binary Search",6,0.363
483,Find Permutation,Medium,Greedy,2,0.643
484,Max Consecutive Ones,Easy,Array,5,0.526
485,Predict the Winner,Medium,"Dynamic Programming, Minimax",9,0.49
486,Max Consecutive Ones II,Medium,Two Pointers,4,0.48
487,Zuma Game,Hard,Depth-first Search,2,0.382
488,Robot Room Cleaner,Hard,Depth-first Search,6,0.7290000000000001
489,The Maze,Medium,"Depth-first Search, Breadth-first Search",8,0.529
490,Increasing Subsequences,Medium,Depth-first Search,3,0.47700000000000004
491,Construct the Rectangle,Easy,,1,0.506
492,Reverse Pairs,Hard,"Binary Search, Divide and Conquer, Sort, Binary Indexed Tree, Segment Tree",12,0.271
493,Target Sum,Medium,"Dynamic Programming, Depth-first Search",5,0.456
494,Teemo Attacking,Medium,Array,5,0.561
495,Next Greater Element I,Easy,Stack,5,0.659
496,Random Point in Non-overlapping Rectangles,Medium,"Binary Search, Random",4,0.391
497,Diagonal Traverse,Medium,,1,0.505
498,The Maze III,Hard,"Depth-first Search, Breadth-first Search",6,0.426
499,Keyboard Row,Easy,Hash Table,2,0.659
500,Find Mode in Binary Search Tree,Easy,Tree,5,0.43700000000000006
501,IPO,Hard,"Heap, Greedy",4,0.418
502,Next Greater Element II,Medium,Stack,6,0.5870000000000001
503,Base 7,Easy,,1,0.465
504,The Maze II,Medium,"Depth-first Search, Breadth-first Search",5,0.48700000000000004
505,Relative Ranks,Easy,,1,0.515
506,Perfect Number,Easy,Math,3,0.363
507,Most Frequent Subtree Sum,Medium,"Hash Table, Tree",7,0.5920000000000001
508,Fibonacci Number,Easy,Array,6,0.675
509,Inorder Successor in BST II,Medium,Tree,3,0.604
510,Game Play Analysis I,Easy,,1,0.815
511,Game Play Analysis II,Easy,,1,0.561
512,Find Bottom Left Tree Value,Medium,"Tree, Depth-first Search, Breadth-first Search",4,0.628
513,Freedom Trail,Hard,"Divide and Conquer, Dynamic Programming, Depth-first Search",6,0.45
514,Find Largest Value in Each Tree Row,Medium,"Tree, Depth-first Search, Breadth-first Search",8,0.624
515,Longest Palindromic Subsequence,Medium,Dynamic Programming,8,0.5579999999999999
516,Super Washing Machines,Hard,"Math, Dynamic Programming",4,0.387
517,Coin Change 2,Medium,,1,0.521
518,Random Flip Matrix,Medium,Random,2,0.37799999999999995
519,Detect Capital,Easy,String,2,0.541
520,Longest Uncommon Subsequence I,Easy,"String, Brainteaser",5,0.591
521,Longest Uncommon Subsequence II,Medium,String,3,0.34299999999999997
522,Continuous Subarray Sum,Medium,"Math, Dynamic Programming",5,0.248
523,Longest Word in Dictionary through Deleting,Medium,"Two Pointers, Sort",7,0.501
524,Contiguous Array,Medium,Hash Table,3,0.436
525,Beautiful Arrangement,Medium,"Backtracking, Depth-first Search",5,0.62
526,Word Abbreviation,Hard,"String, Sort",8,0.564
527,Random Pick with Weight,Medium,"Binary Search, Random",7,0.447
528,Minesweeper,Medium,"Depth-first Search, Breadth-first Search",5,0.615
529,Minimum Absolute Difference in BST,Easy,Tree,3,0.55
530,Lonely Pixel I,Medium,"Array, Depth-first Search",5,0.597
531,K-diff Pairs in an Array,Medium,"Array, Two Pointers",5,0.355
532,Lonely Pixel II,Medium,Array,5,0.48200000000000004
533,Game Play Analysis III,Medium,,1,0.799
534,Encode and Decode TinyURL,Medium,"Hash Table, Math",4,0.823
535,Construct Binary Tree from String,Medium,"String, Tree",5,0.521
536,Complex Number Multiplication,Medium,"Math, String",4,0.684
537,Convert BST to Greater Tree,Medium,"Tree, Depth-first Search, Binary Search Tree, Recursion",8,0.598
538,Minimum Time Difference,Medium,String,4,0.524
539,Single Element in a Sorted Array,Medium,Binary Search,2,0.579
540,Reverse String II,Easy,String,6,0.495
541,01 Matrix,Medium,"Depth-first Search, Breadth-first Search",5,0.41100000000000003
542,Diameter of Binary Tree,Easy,Tree,3,0.495
543,Output Contest Matches,Medium,"String, Recursion",4,0.759
544,Boundary of Binary Tree,Medium,Tree,3,0.40299999999999997
545,Remove Boxes,Hard,"Dynamic Programming, Depth-first Search",4,0.441
546,Number of Provinces,Medium,"Depth-first Search, Union Find",11,0.607
547,Split Array with Equal Sum,Medium,Array,3,0.483
548,Binary Tree Longest Consecutive Sequence II,Medium,Tree,4,0.47200000000000003
549,Game Play Analysis IV,Medium,,1,0.457
550,Student Attendance Record I,Easy,String,3,0.461
551,Student Attendance Record II,Hard,Dynamic Programming,3,0.377
552,Optimal Division,Medium,"Math, String",5,0.575
553,Brick Wall,Medium,Hash Table,2,0.508
554,Split Concatenated Strings,Medium,String,2,0.429
555,Next Greater Element III,Medium,String,4,0.335
556,Reverse Words in a String III,Easy,String,3,0.7240000000000001
557,Logical OR of Two Binary Grids Represented as Quad-Trees,Medium,,1,0.457
558,Maximum Depth of N-ary Tree,Easy,"Tree, Depth-first Search, Breadth-first Search",5,0.696
559,Subarray Sum Equals K,Medium,"Array, Hash Table",12,0.43700000000000006
560,Array Partition I,Easy,Array,2,0.735
561,Longest Line of Consecutive One in Matrix,Medium,Array,4,0.462
562,Binary Tree Tilt,Easy,"Tree, Depth-first Search, Recursion",7,0.532
563,Find the Closest Palindrome,Hard,String,2,0.203
564,Array Nesting,Medium,Array,5,0.56
565,Reshape the Matrix,Easy,Array,2,0.611
566,Permutation in String,Medium,"Two Pointers, Sliding Window",6,0.445
567,Maximum Vacation Days,Hard,Dynamic Programming,3,0.41700000000000004
568,Median Employee Salary,Hard,,1,0.623
569,Managers with at Least 5 Direct Reports,Medium,,1,0.6679999999999999
570,Find Median Given Frequency of Numbers,Hard,,1,0.456
571,Subtree of Another Tree,Easy,Tree,4,0.446
572,Squirrel Simulation,Medium,Math,4,0.542
573,Winning Candidate,Medium,,1,0.527
574,Distribute Candies,Easy,Hash Table,2,0.644
575,Out of Boundary Paths,Medium,"Dynamic Programming, Depth-first Search",7,0.361
576,Employee Bonus,Easy,,1,0.72
577,Get Highest Answer Rate Question,Medium,,1,0.42
578,Find Cumulative Salary of an Employee,Hard,,1,0.385
579,Count Student Number in Departments,Medium,,1,0.522
580,Shortest Unsorted Continuous Subarray,Medium,Array,2,0.32899999999999996
581,Kill Process,Medium,"Tree, Queue",6,0.639
582,Delete Operation for Two Strings,Medium,String,7,0.504
583,Find Customer Referee,Easy,,1,0.742
584,Investments in 2016,Medium,,1,0.574
585,Customer Placing the Largest Number of Orders,Easy,,1,0.755
586,Erect the Fence,Hard,Geometry,3,0.366
587,Design In-Memory File System,Hard,Design,5,0.467
588,N-ary Tree Preorder Traversal,Easy,,3,0.735
589,N-ary Tree Postorder Traversal,Easy,Tree,5,0.736
590,Tag Validator,Hard,"String, Stack",7,0.348
591,Fraction Addition and Subtraction,Medium,Math,3,0.503
592,Valid Square,Medium,Math,2,0.433
593,Longest Harmonious Subsequence,Easy,Hash Table,2,0.513
594,Big Countries,Easy,,1,0.787
595,Classes More Than 5 Students,Easy,,1,0.389
596,Friend Requests I: Overall Acceptance Rate,Easy,,1,0.419
597,Range Addition II,Easy,Math,3,0.502
598,Minimum Index Sum of Two Lists,Easy,Hash Table,3,0.519
599,Non-negative Integers without Consecutive Ones,Hard,Dynamic Programming,7,0.34299999999999997
600,Human Traffic of Stadium,Hard,,1,0.457
601,Friend Requests II: Who Has the Most Friends,Medium,,1,0.579
602,Consecutive Available Seats,Easy,,1,0.6629999999999999
603,Design Compressed String Iterator,Easy,Design,4,0.38299999999999995
604,Can Place Flowers,Easy,"Array, Greedy",6,0.317
605,Construct String from Binary Tree,Easy,"String, Tree",6,0.5579999999999999
606,Sales Person,Easy,,1,0.654
607,Tree Node,Medium,,1,0.6990000000000001
608,Find Duplicate File in System,Medium,"Hash Table, String",6,0.612
609,Triangle Judgement,Easy,,1,0.6890000000000001
610,Valid Triangle Number,Medium,Array,3,0.495
611,Shortest Distance in a Plane,Medium,,1,0.617
612,Shortest Distance in a Line,Easy,,1,0.799
613,Second Degree Follower,Medium,,1,0.32799999999999996
614,Average Salary: Departments VS Company,Hard,,1,0.531
615,Add Bold Tag in String,Medium,String,4,0.449
616,Merge Two Binary Trees,Easy,Tree,4,0.755
617,Students Report By Geography,Hard,,1,0.606
618,Biggest Single Number,Easy,,1,0.452
619,Not Boring Movies,Easy,,1,0.7020000000000001
620,Task Scheduler,Medium,"Array, Greedy, Queue",8,0.522
621,Design Circular Queue,Medium,"Design, Queue",6,0.47700000000000004
622,Add One Row to Tree,Medium,Tree,2,0.53
623,Maximum Distance in Arrays,Medium,"Array, Hash Table",4,0.396
624,Minimum Factorization,Medium,"Math, Recursion",5,0.33
625,Exchange Seats,Medium,,1,0.662
626,Swap Salary,Easy,,1,0.78
627,Maximum Product of Three Numbers,Easy,"Array, Math",5,0.46799999999999997
628,K Inverse Pairs Array,Hard,Dynamic Programming,2,0.317
629,Course Schedule III,Hard,Greedy,6,0.33799999999999997
630,Design Excel Sum Formula,Hard,Design,2,0.322
631,Smallest Range Covering Elements from K Lists,Hard,"Hash Table, Two Pointers, String",5,0.545
632,Sum of Square Numbers,Medium,Math,3,0.326
633,Find the Derangement of An Array,Medium,Math,2,0.406
634,Design Log Storage System,Medium,"String, Design",5,0.601
635,Exclusive Time of Functions,Medium,Stack,2,0.55
636,Average of Levels in Binary Tree,Easy,Tree,6,0.6609999999999999
637,Shopping Offers,Medium,"Dynamic Programming, Depth-first Search",4,0.531
638,Decode Ways II,Hard,Dynamic Programming,5,0.27699999999999997
639,Solve the Equation,Medium,Math,5,0.428
640,Design Circular Deque,Medium,"Design, Queue",6,0.565
641,Design Search Autocomplete System,Hard,"Design, Trie",8,0.465
642,Maximum Average Subarray I,Easy,Array,3,0.42
643,Maximum Average Subarray II,Hard,"Array, Binary Search",7,0.342
644,Set Mismatch,Easy,"Hash Table, Math",5,0.41100000000000003
645,Maximum Length of Pair Chain,Medium,Dynamic Programming,6,0.531
646,Palindromic Substrings,Medium,"String, Dynamic Programming",8,0.627
647,Replace Words,Medium,"Hash Table, Trie",7,0.59
648,Dota2 Senate,Medium,Greedy,3,0.39399999999999996
649,2 Keys Keyboard,Medium,Dynamic Programming,6,0.503
650,4 Keys Keyboard,Medium,"Math, Dynamic Programming, Greedy",9,0.532
651,Find Duplicate Subtrees,Medium,Tree,6,0.529
652,Two Sum IV - Input is a BST,Easy,Tree,8,0.564
653,Maximum Binary Tree,Medium,Tree,5,0.813
654,Print Binary Tree,Medium,Tree,4,0.563
655,Coin Path,Hard,Dynamic Programming,4,0.297
656,Robot Return to Origin,Easy,String,3,0.74
657,Find K Closest Elements,Medium,Binary Search,7,0.42200000000000004
658,Split Array into Consecutive Subsequences,Medium,"Heap, Greedy",9,0.445
659,Remove 9,Hard,Math,2,0.5429999999999999
660,Image Smoother,Easy,Array,4,0.524
661,Maximum Width of Binary Tree,Medium,Tree,4,0.397
662,Equal Tree Partition,Medium,Tree,2,0.39799999999999996
663,Strange Printer,Hard,"Dynamic Programming, Depth-first Search",6,0.41600000000000004
664,Non-decreasing Array,Medium,Array,2,0.19899999999999998
665,Path Sum IV,Medium,Tree,6,0.5670000000000001
666,Beautiful Arrangement II,Medium,Array,3,0.5529999999999999
667,Kth Smallest Number in Multiplication Table,Hard,Binary Search,5,0.479
668,Trim a Binary Search Tree,Medium,"Tree, Recursion",5,0.643
669,Maximum Swap,Medium,"Array, Math",5,0.45299999999999996
670,Second Minimum Node In a Binary Tree,Easy,Tree,3,0.428
671,Bulb Switcher II,Medium,Math,4,0.512
672,Number of Longest Increasing Subsequence,Medium,Dynamic Programming,4,0.386
673,Longest Continuous Increasing Subsequence,Easy,Array,6,0.46
674,Cut Off Trees for Golf Event,Hard,Breadth-first Search,2,0.354
675,Implement Magic Dictionary,Medium,"Hash Table, Trie",8,0.5539999999999999
676,Map Sum Pairs,Medium,Trie,2,0.541
677,Valid Parenthesis String,Medium,String,3,0.317
678,24 Game,Hard,Depth-first Search,2,0.473
679,Valid Palindrome II,Easy,String,3,0.371
680,Next Closest Time,Medium,String,2,0.46
681,Baseball Game,Easy,Stack,3,0.674
682,K Empty Slots,Hard,Ordered Map,2,0.361
683,Redundant Connection,Medium,"Tree, Union Find, Graph",11,0.5920000000000001
684,Redundant Connection II,Hard,"Tree, Depth-first Search, Union Find, Graph",11,0.332
685,Repeated String Match,Medium,String,3,0.32899999999999996
686,Longest Univalue Path,Medium,"Tree, Recursion",9,0.375
687,Knight Probability in Chessboard,Medium,Dynamic Programming,3,0.503
688,Maximum Sum of 3 Non-Overlapping Subarrays,Hard,"Array, Dynamic Programming",5,0.473
689,Employee Importance,Easy,"Hash Table, Depth-first Search, Breadth-first Search",11,0.59
690,Stickers to Spell Word,Hard,"Dynamic Programming, Backtracking",5,0.451
691,Top K Frequent Words,Medium,"Hash Table, Heap, Trie",9,0.5329999999999999
692,Binary Number with Alternating Bits,Easy,Bit Manipulation,3,0.6
693,Number of Distinct Islands,Medium,"Hash Table, Depth-first Search, Breadth-first Search",9,0.581
694,Max Area of Island,Medium,"Array, Depth-first Search",11,0.6509999999999999
695,Count Binary Substrings,Easy,String,5,0.583
696,Degree of an Array,Easy,Array,3,0.545
697,Partition to K Equal Sum Subsets,Medium,"Dynamic Programming, Recursion",7,0.45799999999999996
698,Falling Squares,Hard,"Segment Tree, Ordered Map",5,0.43200000000000005
699,Search in a Binary Search Tree,Easy,Tree,6,0.7340000000000001
700,Insert into a Binary Search Tree,Medium,Tree,5,0.754
701,Search in a Sorted Array of Unknown Size,Medium,Binary Search,6,0.69
702,Kth Largest Element in a Stream,Easy,"Heap, Design",6,0.509
703,Binary Search,Easy,Binary Search,3,0.5429999999999999
704,Design HashSet,Easy,"Hash Table, Design",5,0.645
705,Design HashMap,Easy,"Hash Table, Design",5,0.6409999999999999
706,Design Linked List,Medium,"Linked List, Design",5,0.26
707,Insert into a Sorted Circular Linked List,Medium,Linked List,3,0.327
708,To Lower Case,Easy,String,2,0.802
709,Random Pick with Blacklist,Hard,"Hash Table, Binary Search, Sort, Random",9,0.331
710,Number of Distinct Islands II,Hard,"Hash Table, Depth-first Search",9,0.496
711,Minimum ASCII Delete Sum for Two Strings,Medium,Dynamic Programming,5,0.596
712,Subarray Product Less Than K,Medium,"Array, Two Pointers",8,0.406
713,Best Time to Buy and Sell Stock with Transaction Fee,Medium,"Array, Dynamic Programming, Greedy",9,0.58
714,Range Module,Hard,"Segment Tree, Ordered Map",7,0.40700000000000003
715,Max Stack,Easy,Design,2,0.431
716,1-bit and 2-bit Characters,Easy,Array,5,0.469
717,Maximum Length of Repeated Subarray,Medium,"Array, Hash Table, Binary Search, Dynamic Programming",11,0.505
718,Find K-th Smallest Pair Distance,Hard,"Array, Binary Search, Heap",13,0.326
719,Longest Word in Dictionary,Easy,"Hash Table, Trie",8,0.494
720,Accounts Merge,Medium,"Depth-first Search, Union Find",7,0.522
721,Remove Comments,Medium,String,6,0.364
722,Candy Crush,Medium,"Array, Two Pointers",8,0.731
723,Find Pivot Index,Easy,Array,3,0.46
724,Split Linked List in Parts,Medium,Linked List,4,0.531
725,Number of Atoms,Hard,"Hash Table, Stack, Recursion",10,0.51
726,Minimum Window Subsequence,Hard,"Dynamic Programming, Sliding Window",10,0.424
727,Self Dividing Numbers,Easy,Math,3,0.7559999999999999
728,My Calendar I,Medium,Array,4,0.536
729,Count Different Palindromic Subsequences,Hard,"String, Dynamic Programming",5,0.434
730,My Calendar II,Medium,Ordered Map,6,0.509
731,My Calendar III,Hard,"Segment Tree, Ordered Map",5,0.622
732,Flood Fill,Easy,Depth-first Search,3,0.56
733,Sentence Similarity,Easy,Hash Table,7,0.424
734,Asteroid Collision,Medium,Stack,5,0.433
735,Parse Lisp Expression,Hard,String,5,0.49700000000000005
736,Sentence Similarity II,Medium,"Depth-first Search, Union Find",9,0.467
737,Monotone Increasing Digits,Medium,Greedy,3,0.457
738,Daily Temperatures,Medium,"Hash Table, Stack",7,0.648
739,Delete and Earn,Medium,Dynamic Programming,5,0.499
740,Cherry Pickup,Hard,Dynamic Programming,4,0.35200000000000004
741,Closest Leaf in a Binary Tree,Medium,Tree,2,0.446
742,Network Delay Time,Medium,"Heap, Depth-first Search, Breadth-first Search, Graph",8,0.457
743,Find Smallest Letter Greater Than Target,Easy,Binary Search,4,0.456
744,Prefix and Suffix Search,Hard,Trie,3,0.355
745,Min Cost Climbing Stairs,Easy,"Array, Dynamic Programming",7,0.51
746,Largest Number At Least Twice of Others,Easy,Array,4,0.43200000000000005
747,Shortest Completing Word,Easy,Hash Table,2,0.5760000000000001
748,Contain Virus,Hard,Depth-first Search,2,0.483
749,Number Of Corner Rectangles,Medium,Dynamic Programming,2,0.672
750,IP to CIDR,Medium,Bit Manipulation,6,0.593
751,Open the Lock,Medium,Breadth-first Search,2,0.53
752,Cracking the Safe,Hard,"Math, Depth-first Search",6,0.525
753,Reach a Number,Medium,Math,2,0.405
754,Pour Water,Medium,Array,3,0.44299999999999995
755,Pyramid Transition Matrix,Medium,"Bit Manipulation, Depth-first Search",4,0.557
756,Set Intersection Size At Least Two,Hard,Greedy,4,0.425
757,Bold Words in String,Easy,String,4,0.475
758,Employee Free Time,Hard,"Heap, Greedy",6,0.685
759,Find Anagram Mappings,Easy,Hash Table,4,0.8190000000000001
760,Special Binary String,Hard,"String, Recursion",4,0.5870000000000001
761,Prime Number of Set Bits in Binary Representation,Easy,Bit Manipulation,3,0.6459999999999999
762,Partition Labels,Medium,"Two Pointers, Greedy",5,0.7809999999999999
763,Largest Plus Sign,Medium,Dynamic Programming,5,0.466
764,Couples Holding Hands,Hard,"Greedy, Union Find, Graph",8,0.556
765,Toeplitz Matrix,Easy,Array,3,0.659
766,Reorganize String,Medium,"String, Heap, Greedy, Sort",12,0.503
767,Max Chunks To Make Sorted II,Hard,Array,3,0.498
768,Max Chunks To Make Sorted,Medium,Array,3,0.5589999999999999
769,Basic Calculator IV,Hard,"Hash Table, String, Stack",8,0.544
770,Jewels and Stones,Easy,Hash Table,2,0.87
771,Basic Calculator III,Hard,"String, Stack",12,0.44
772,Sliding Puzzle,Hard,Breadth-first Search,2,0.612
773,Minimize Max Distance to Gas Station,Hard,Binary Search,5,0.486
774,Global and Local Inversions,Medium,"Array, Math",4,0.46299999999999997
775,Split BST,Medium,"Tree, Recursion",7,0.5670000000000001
776,Swap Adjacent in LR String,Medium,Brainteaser,4,0.35700000000000004
777,Swim in Rising Water,Hard,"Binary Search, Heap, Depth-first Search, Union Find",10,0.5489999999999999
778,K-th Symbol in Grammar,Medium,Recursion,4,0.38799999999999996
779,Reaching Points,Hard,Math,2,0.304
780,Rabbits in Forest,Medium,"Hash Table, Math",4,0.5579999999999999
781,Transform to Chessboard,Hard,"Array, Math",8,0.47
782,Minimum Distance Between BST Nodes,Easy,"Tree, Depth-first Search, Recursion",7,0.542
783,Letter Case Permutation,Medium,"Backtracking, Bit Manipulation",7,0.687
784,Is Graph Bipartite?,Medium,"Depth-first Search, Breadth-first Search, Graph",7,0.48700000000000004
785,K-th Smallest Prime Fraction,Hard,"Binary Search, Heap",11,0.433
786,Cheapest Flights Within K Stops,Medium,"Dynamic Programming, Heap, Breadth-first Search",7,0.397
787,Rotated Digits,Easy,String,2,0.575
788,Escape The Ghosts,Medium,Math,5,0.586
789,Domino and Tromino Tiling,Medium,Dynamic Programming,2,0.402
790,Custom Sort String,Medium,String,4,0.659
791,Number of Matching Subsequences,Medium,Array,6,0.483
792,Preimage Size of Factorial Zeroes Function,Hard,Binary Search,3,0.406
793,Valid Tic-Tac-Toe State,Medium,"Math, Recursion",7,0.34
794,Number of Subarrays with Bounded Maximum,Medium,Array,2,0.479
795,Rotate String,Easy,,1,0.491
796,All Paths From Source to Target,Medium,"Backtracking, Depth-first Search, Graph",8,0.7859999999999999
797,Smallest Rotation with Highest Score,Hard,,1,0.45
798,Champagne Tower,Medium,Dynamic Programming,2,0.441
799,Similar RGB Color,Easy,"Math, String",6,0.625
800,Minimum Swaps To Make Sequences Increasing,Medium,Dynamic Programming,2,0.39
801,Find Eventual Safe States,Medium,"Depth-first Search, Graph",5,0.5
802,Bricks Falling When Hit,Hard,Union Find,2,0.318
803,Unique Morse Code Words,Easy,,1,0.79
804,Split Array With Same Average,Hard,Math,2,0.26899999999999996
805,Number of Lines To Write String,Easy,,1,0.655
806,Max Increase to Keep City Skyline,Medium,,1,0.8440000000000001
807,Soup Servings,Medium,Dynamic Programming,2,0.41100000000000003
808,Expressive Words,Medium,String,2,0.46399999999999997
809,Chalkboard XOR Game,Hard,Math,2,0.502
810,Subdomain Visit Count,Easy,Hash Table,2,0.7170000000000001
811,Largest Triangle Area,Easy,Math,2,0.591
812,Largest Sum of Averages,Medium,Dynamic Programming,2,0.512
813,Binary Tree Pruning,Medium,Tree,2,0.721
814,Bus Routes,Hard,Breadth-first Search,4,0.436
815,Ambiguous Coordinates,Medium,String,2,0.48200000000000004
816,Linked List Components,Medium,Linked List,2,0.578
817,Race Car,Hard,"Dynamic Programming, Heap",4,0.40299999999999997
818,Most Common Word,Easy,String,4,0.455
819,Short Encoding of Words,Medium,,1,0.55
820,Shortest Distance to a Character,Easy,,1,0.701
821,Card Flipping Game,Medium,,1,0.43799999999999994
822,Binary Trees With Factors,Medium,,1,0.43700000000000006
823,Goat Latin,Easy,String,2,0.669
824,Friends Of Appropriate Ages,Medium,Array,2,0.44299999999999995
825,Most Profit Assigning Work,Medium,Two Pointers,2,0.39299999999999996
826,Making A Large Island,Hard,"Depth-first Search, Breadth-first Search",6,0.473
827,Count Unique Characters of All Substrings of a Given String,Hard,Two Pointers,2,0.469
828,Consecutive Numbers Sum,Hard,Math,4,0.39299999999999996
829,Positions of Large Groups,Easy,Array,2,0.505
830,Masking Personal Information,Medium,String,2,0.44799999999999995
831,Flipping an Image,Easy,Array,2,0.7829999999999999
832,Find And Replace in String,Medium,String,2,0.515
833,Sum of Distances in Tree,Hard,"Tree, Depth-first Search",5,0.465
834,Image Overlap,Medium,Array,2,0.617
835,Rectangle Overlap,Easy,Math,3,0.43700000000000006
836,New 21 Game,Medium,Dynamic Programming,2,0.354
837,Push Dominoes,Medium,"Two Pointers, Dynamic Programming",6,0.5
838,Similar String Groups,Hard,"Depth-first Search, Union Find, Graph",10,0.41600000000000004
839,Magic Squares In Grid,Medium,Array,2,0.379
840,Keys and Rooms,Medium,"Depth-first Search, Graph",5,0.664
841,Split Array into Fibonacci Sequence,Medium,"String, Backtracking, Greedy",7,0.37
842,Guess the Word,Hard,Minimax,1,0.46399999999999997
843,Backspace String Compare,Easy,"Two Pointers, Stack",5,0.47200000000000003
844,Longest Mountain in Array,Medium,Two Pointers,3,0.387
845,Hand of Straights,Medium,Ordered Map,2,0.555
846,Shortest Path Visiting All Nodes,Hard,"Dynamic Programming, Breadth-first Search",4,0.541
847,Shifting Letters,Medium,,1,0.452
848,Maximize Distance to Closest Person,Medium,Array,3,0.445
849,Rectangle Area II,Hard,"Segment Tree, Line Sweep",3,0.484
850,Loud and Rich,Medium,Depth-first Search,4,0.529
851,Peak Index in a Mountain Array,Easy,Binary Search,7,0.718
852,Car Fleet,Medium,Sort,3,0.44299999999999995
853,K-Similar Strings,Hard,"Breadth-first Search, Graph",7,0.38799999999999996
854,Exam Room,Medium,Ordered Map,3,0.435
855,Score of Parentheses,Medium,"String, Stack",4,0.649
856,Minimum Cost to Hire K Workers,Hard,Heap,2,0.505
857,Mirror Reflection,Medium,Math,2,0.597
858,Buddy Strings,Easy,String,4,0.29100000000000004
